site_spp,A(obs),A(std),A(pmax),E(obs),E(std),E(pmax),gs(std),gs(pmax),gb(obs),gb(std),gb(pmax),Ci(obs),Ci(std),Ci(pmax),Tleaf(obs),Tleaf(std),Tleaf(pmax),Pleaf(obs),Pleaf(std),Pleaf(pmax),Rublim(obs),Rublim(std),Rublim(pmax),Ps,PPFD,Tair,VPD,Patm,CO2,doy,hod,A,E,Ci,gs,gb,Pleaf,Tleaf
Richmond_Eucalyptus_cladocalyx,23.031146074179983,17.307580823834833,16.616498893795864,55.48390855873282,7.041452317793437,6.147059363373853,0.2823116826479118,0.2423972961424732,4.64,4.64,4.64,38.21478774363797,29.030290223126222,27.90206701153665,25.655784820055647,29.79266285570621,29.941005773354174,-9.2960327389237,-3.5189641513500045,-3.1934954985289514,False,True,True,-1.2,1799.75,28.81,2.42,100.6,39.25355831,20,11.3833333333333,14.65,5.0425,26.26850625,0.21075,4.64,-4.05,33.1175
Richmond_Eucalyptus_cladocalyx,23.052547299137892,17.785280724171727,16.797417036014224,52.3126013461648,7.032403310478699,5.806468135630169,0.29723007832652953,0.23944648134923305,4.64,4.64,4.64,38.07602090512353,29.11151702064292,27.48707680519863,25.394597331865416,29.333864554408784,29.538484498057706,-9.2960327389237,-3.5189641513500045,-3.0714447537210567,False,False,True,-1.2,1799.75,28.345,2.2925,100.6,39.11448975,20,11.466666666666699,15.575,5.5175,27.1044375,0.24525,4.64,-4.1,32.515
Richmond_Eucalyptus_cladocalyx,23.23509857284657,14.605039826491346,14.043003382226427,72.55117882931424,7.095963968392563,6.458832558996114,0.2113216266576992,0.1899236622438393,4.64,4.64,4.64,38.56062848979267,28.23655185992317,27.49821122826923,26.539869173888942,31.84231708090352,31.94907525776195,-9.2960327389237,-3.670683073349238,-3.4295966591103326,False,True,True,-1.3,1999.5,30.6525,3.22,100.4,39.60718256,20,13.45,5.465,3.02,27.99103125,0.091775,4.64,-2.95,35.9725
Richmond_Eucalyptus_cladocalyx,22.93253966257931,14.569609937746165,13.894058261501536,63.98739530980346,6.667817704488749,5.9152324792417215,0.22241232769052227,0.1942270101018506,4.64,4.64,4.64,38.384268322224,28.611320287698216,27.682009361379407,27.230184457758142,32.00061522812279,32.12876303478005,-9.2960327389237,-3.5099587971899675,-3.2286913139112445,False,True,True,-1.3,2000.75,30.705,2.8175,100.4,39.41770481,20,13.55,11.6,4.65,26.14185,0.16425,4.64,-3.05,35.0875
Richmond_Eucalyptus_cladocalyx,22.96737300864309,13.98812042696493,13.585401850337558,69.03784204262874,6.6575453322154425,6.220548401987236,0.20547168525490586,0.19014708231040425,4.64,4.64,4.64,38.60094135782499,28.440919806082345,27.923739675998767,27.279296915430514,32.3629895665888,32.4369749718201,-9.2960327389237,-3.621999162712197,-3.463284936804183,False,True,True,-1.4,1999.0,31.0825,3.0625,100.4,39.63606019,20,13.683333333333302,8.03,3.4475,25.96453125,0.1105,4.64,-3.25,35.9325
Richmond_Eucalyptus_cladocalyx,22.372354327872547,13.37872970420858,13.273911607417475,61.611483359881056,6.106032317189512,6.009191917494742,0.20715406487512705,0.20338995181038494,4.64,4.64,4.64,38.2803411036644,28.65568572544517,28.54497654690711,28.22069308339653,32.85245143600826,32.869107504883026,-9.2960327389237,-3.4236063803271795,-3.3839278238501764,False,True,True,-1.4,2000.75,31.445,2.715,100.4,39.28952869,20,13.75,13.45,5.165,26.01519375,0.19025,4.64,-3.55,35.4725
Richmond_Eucalyptus_cladocalyx,22.679792791937707,13.661800344450464,13.560904844505568,64.94930914898039,6.356799181401455,6.259195176291128,0.20630709518723148,0.20261932545068426,4.64,4.64,4.64,38.598927333735226,28.724404398977658,28.62529759093323,27.85827546929172,32.686865924155924,32.70352921374952,-9.2960327389237,-3.2748626617342147,-3.2341790801315837,False,True,True,-1.2,2001.0,31.335,2.8725,100.4,39.62162138,20,13.933333333333302,8.2675,3.675,27.12976875,0.126,4.64,-4.05,36.33
Richmond_Eucalyptus_cladocalyx,22.36162092073237,13.44976787356478,13.491664984106677,60.60952283978929,6.0831454836509655,6.147059363373853,0.20949298929024604,0.21205328543029772,4.64,4.64,4.64,38.46642861947953,28.898836617035347,28.99200194013372,28.32011764726337,32.884477980066755,32.8734770964887,-9.2960327389237,-3.1528119169263205,-3.1934954985289514,False,True,True,-1.2,2000.25,31.47,2.6675,100.4,39.47520675,20,14.0,10.25,5.135,29.0296125,0.192,4.64,-4.1,35.8075
Richmond_Eucalyptus_cladocalyx,21.698342214724263,9.531153199743926,10.109316250409226,82.55268532906527,5.256326992662366,6.134820497966968,0.12989738395361794,0.15307788445522882,4.64,4.64,4.64,38.64955918427774,27.741755909292568,28.872113823973976,29.252475306366637,35.163188929786934,35.013790378690466,-9.2960327389237,-2.987604899672339,-3.30905345199088,False,True,True,-1.3,1999.75,33.665,3.745,100.2,39.62846081,20,15.85,7.3325,5.5925,29.20693125,0.14725,4.64,-3.45,37.19
Richmond_Eucalyptus_cladocalyx,21.519550628946536,9.267421179616631,9.927686051900551,82.45265054266413,5.146249135791797,6.134820497966968,0.12691597655967551,0.1530447151043647,4.64,4.64,4.64,38.46963455891611,27.61700077208025,28.896048963063635,29.396495022077474,35.305668760431345,35.137257019857714,-9.2960327389237,-2.9474238306325216,-3.30905345199088,False,True,True,-1.3,2000.75,33.785,3.7425,100.2,39.44075625,20,15.933333333333302,10.3,7.2825,28.4216625,0.1945,4.64,-3.4,37.005
Richmond_Eucalyptus_cladocalyx,22.11356628307539,8.505978287908668,9.36025783293915,96.96940373566406,5.040264367672381,6.220548401987236,0.10603029560790904,0.13293794070675244,4.64,4.64,4.64,38.495074990171936,26.61485787350213,28.07955003603617,28.67431521932731,35.478944601050294,35.27929770982847,-9.2960327389237,-3.0268208155571443,-3.463284936804183,False,True,True,-1.4,1999.75,34.0025,4.435,100.2,39.49192538,20,16.1166666666667,8.6425,5.78,25.86320625,0.128,4.64,-3.5,38.375
Richmond_Eucalyptus_cladocalyx,22.50621198406265,8.060456259672126,8.764313753950173,109.24836398648749,5.1194014240780685,6.115230064718692,0.09624365034918088,0.1163029319858874,4.64,4.64,4.64,38.6967167990877,26.2917370154125,27.53691304628275,28.185545496952948,35.69102747428896,35.523586192335564,-9.2960327389237,-3.066499372034148,-3.4236063803271795,False,True,True,-1.4,2000.25,34.28,5.0175,100.2,39.71053406,20,16.216666666666697,4.4,4.085,27.68705625,0.07905,4.64,-3.15,39.6175
Richmond_Eucalyptus_cladocalyx,22.113240651261385,7.7138659527172235,9.073419242438842,105.2529337265346,4.8460717424883315,6.8089822213229025,0.09372538759540544,0.13519280916837847,4.64,4.64,4.64,38.55046791590753,26.366183273225023,28.680727705782992,28.694473266857308,35.96487017882312,35.63525229790138,-9.2960327389237,-2.745976100900004,-3.4375969881447417,False,True,True,-1.2,1998.75,34.4875,4.8375,100.2,39.54740081,20,16.85,7.0575,7.5075,29.10560625,0.1535,4.64,-3.5,38.875
Richmond_Eucalyptus_cladocalyx,20.577517982682885,7.814418594598227,8.738571434256384,101.07929350532316,4.776079584414878,6.134820497966968,0.09827521820061763,0.12833908956672366,4.64,4.64,4.64,38.60710231447945,26.76495820795517,28.52637357972774,29.482584358851746,35.99816081995589,35.77716646392371,-9.2960327389237,-2.8268806235130683,-3.30905345199088,False,True,True,-1.3,1499.0,35.155,4.725,100.2,39.53600175,20,18.6666666666667,5.7825,7.2175,30.47349375,0.152,4.64,-2.6,36.755
Richmond_Eucalyptus_cladocalyx,21.048069004613083,8.044714877285763,9.152226496159894,106.79130277147287,5.0237687673120535,6.671158079169043,0.09857598779200302,0.13353362244614225,4.64,4.64,4.64,38.88565911568036,26.73031460013053,28.734051714391033,28.98381863262472,35.81896967056317,35.55330091741863,-9.2960327389237,-2.907242761592704,-3.5099587971899675,False,True,True,-1.3,1500.0,35.045,4.99,100.2,39.8349105,20,18.733333333333302,3.05,5.2925,32.04403125,0.1045,4.64,-3.3,37.12
Richmond_Eucalyptus_cladocalyx,21.161046219309238,8.002148500718624,8.9098105529266,109.74412621434288,5.083830129811865,6.428993019598844,0.09732090765677122,0.12495092745744114,4.64,4.64,4.64,38.75223510428889,26.50127509346684,28.16997639228651,28.775279567949546,35.78037995471804,35.56322977087097,-9.2960327389237,-3.066499372034148,-3.5426420497581903,False,True,True,-1.4,1499.0,35.0325,5.13,100.25,39.70673437,20,18.85,4.3575,4.9675,29.2322625,0.095225,4.64,-2.65,37.34
Richmond_Eucalyptus_cladocalyx,20.975378041510226,7.955358210475025,8.810906078379475,106.25465068334154,4.963679716787982,6.220548401987236,0.09776815518960663,0.12428961844106895,4.64,4.64,4.64,38.78858215080782,26.657883895863147,28.272450174292874,29.05085695611698,35.86286463167079,35.659193713957144,-9.2960327389237,-2.9871422590801413,-3.463284936804183,False,True,True,-1.4,1501.0,35.075,4.97,100.3,39.735611999999996,20,18.9333333333333,5.5725,2.755,20.44231875,0.054175,4.64,-3.5,36.495
Richmond_Eucalyptus_cladocalyx,20.55459730761897,8.346040690324159,9.214771380483754,94.76567892392308,4.887696167687054,6.147059363373853,0.10737066521480827,0.13724423097970376,4.64,4.64,4.64,38.737613476506546,27.146600476959016,28.76798897842782,29.55773983487948,35.725621125074504,35.52065071737569,-9.2960327389237,-2.745976100900004,-3.1934954985289514,False,True,True,-1.2,1501.25,34.8725,4.4225,100.3,39.66645769,20,19.1166666666667,4.7825,6.865,31.917375,0.155,4.64,-3.05,35.5075
Richmond_Eucalyptus_cladocalyx,20.527469580720602,8.55248163905551,9.49639549708336,92.13710124799893,4.916044376924401,6.259195176291128,0.11108340796115196,0.1440279431075421,4.64,4.64,4.64,38.766919452420794,27.28449300791794,29.01975719406393,29.59785854974241,35.61883604746725,35.4003749661399,-9.2960327389237,-2.745976100900004,-3.2341790801315837,False,True,True,-1.2,1501.0,34.76,4.295,100.3,39.69457538,20,19.2,5.6125,6.67,31.18276875,0.1555,4.64,-2.95,35.1125
Richmond_Eucalyptus_cladocalyx,15.003032846664071,14.143280856185275,14.332541144575904,21.263285232067357,2.9178061279096,3.5455249519414798,0.343970172656704,0.4327263351995505,4.64,4.64,4.64,38.63665680634976,32.334850317876054,33.59156751732261,19.623599858892643,21.327243729979767,21.231500869126915,-9.2960327389237,-1.5639228883340404,-1.7799036104175503,False,False,False,-0.7,499.0,21.3025,0.922,101.7,39.32043281,41,8.83333333333333,11.225,3.0925,33.36125625,0.3595,4.64,-2.3,22.44
Richmond_Eucalyptus_cladocalyx,14.986876343832707,14.068218385168116,14.229997275670838,24.530527625320264,3.1524195825516808,3.683866559715526,0.3216824119676079,0.3853617110221203,4.64,4.64,4.64,38.642510348810454,31.924700594988646,32.974638932152764,19.337935666158,21.298682301601414,21.217617954608322,-9.2960327389237,-1.6503151771674442,-1.8230997548342525,False,False,False,-0.7,498.0,21.3275,1.07,101.7,39.32549906,41,8.91666666666667,10.6775,3.505,33.46258125,0.35025,4.64,-1.5,22.6725
Richmond_Eucalyptus_cladocalyx,15.061326840039252,14.183735409423814,14.261445587903097,22.558960628213946,3.006221518919732,3.2435544394393343,0.33374894957940443,0.36466163777608745,4.64,4.64,4.64,38.90972582983918,32.382576127672024,32.88929661059236,19.49021787115323,21.299367826715244,21.262794872414165,-9.2960327389237,-1.6518426508411943,-1.7377324271117849,False,False,False,-0.75,500.75,21.2925,0.98125,101.8,39.59679675,41,9.03333333333333,9.9,3.4,34.42516875,0.37225,4.64,-2.1,22.4525
Richmond_Eucalyptus_cladocalyx,15.086881793610756,14.243464703309247,14.20285782394306,21.42992210178648,2.926047960965428,2.827832546455484,0.3424598261314946,0.32956088188982224,4.64,4.64,4.64,38.949352491618654,32.566436715534145,32.29608548181219,19.460220386377987,21.185544534757025,21.200848388502983,-9.2960327389237,-1.6518426508411943,-1.6088977627058996,False,False,False,-0.75,502.0,21.16,0.92925,101.8,39.63758006,41,9.11666666666667,8.5425,3.515,35.46375,0.4105,4.64,-1.5,22.12
Richmond_Eucalyptus_cladocalyx,15.035455716017356,14.197353071798064,14.158286858493714,21.490824503531627,2.920011231660933,2.827832546455484,0.3408720495993838,0.32880264369876666,4.64,4.64,4.64,38.95727436734096,32.564060302842535,32.30192338892751,19.38925691216161,21.12183483773588,21.13619523286616,-9.2960327389237,-1.6518426508411943,-1.6088977627058996,False,False,False,-0.75,499.0,21.1,0.932,101.8,39.64315294,41,9.26666666666667,8.555,3.1875,35.05845,0.36775,4.64,-2.1,22.035
Richmond_Eucalyptus_cladocalyx,15.041337994073821,14.190870060868695,14.305381496172647,22.79475221007236,3.0130852126897656,3.381447490175977,0.3316056860292575,0.3792196294817583,4.64,4.64,4.64,39.03126674534796,32.455651504326326,33.226133584819195,19.18568087627559,21.025510636257746,20.968888518345288,-9.2960327389237,-1.6518426508411943,-1.7806773152470796,False,False,False,-0.75,499.0,21.025,0.9905,101.8,39.7173735,41,9.33333333333333,6.5425,2.66,35.18510625,0.28325,4.64,-1.8,22.2125
Richmond_Eucalyptus_cladocalyx,22.84081158169269,20.796182081892,20.692534553130468,34.148880871414754,5.802420798072793,5.706064608180032,0.4050911052264853,0.3937715574153392,4.64,4.64,4.64,38.3312609065834,30.553159984791307,30.328192788625078,21.96264078993977,24.937746233559267,24.955334354248684,-9.2960327389237,-2.514238065501485,-2.4710419210847827,False,False,False,-0.7,1800.5,23.7225,1.3775,101.7,39.37058869,41,10.7,12.2,4.9925,33.133275,0.38925,4.64,-2.3,26.2275
Richmond_Eucalyptus_cladocalyx,22.902703353827967,20.780630293971353,20.60491326411004,33.992237280024106,5.7805551691127075,5.5748097919456505,0.4043119430540834,0.3837844225834313,4.64,4.64,4.64,38.377495597526114,30.6007589672682,30.211667887879486,22.179904408357302,25.13500207281825,25.171703306071855,-9.2960327389237,-2.514238065501485,-2.4278457766680805,False,False,False,-0.7,1800.5,23.915,1.37,101.6,39.41871806,41,10.783333333333301,12.075,5.135,33.43725,0.4035,4.64,-2.25,26.3875
Richmond_Eucalyptus_cladocalyx,22.964632288039308,20.56603380040181,20.30108236112264,35.72387071104474,5.9757923338406815,5.659621472412146,0.3899580904708733,0.3625158243513916,4.64,4.64,4.64,38.358824627329255,30.371913399253035,29.81594411735917,22.634104334301465,25.678805951067403,25.734203431052073,-9.2960327389237,-2.5966301898176845,-2.5107404135470945,False,False,False,-0.75,1799.5,24.495,1.48,101.7,39.40605244,41,10.9,11.3,4.7625,32.8293,0.341,4.64,-2.7,27.0275
Richmond_Eucalyptus_cladocalyx,23.01654380443243,20.604345873306478,20.247572965149374,34.24933177276748,5.83129139252648,5.399129045006038,0.395642540069691,0.35761749852681024,4.64,4.64,4.64,38.40139334959486,30.52869471152205,29.772864843224053,22.841958669636412,25.780858453959713,25.857083314329664,-9.2960327389237,-2.553685301682389,-2.4248506372765046,False,False,False,-0.75,1801.0,24.5675,1.41,101.6,39.4498755,41,10.983333333333302,11.625,4.665,32.8799625,0.35125,4.64,-2.55,26.9925
Richmond_Eucalyptus_cladocalyx,22.939583024582696,20.726270521657867,20.575079322443482,34.62057250100308,5.828683786673991,5.659621472412146,0.3995650154592798,0.3824982874511653,4.64,4.64,4.64,38.40289867601243,30.553867318351113,30.23301803419571,22.320838843516484,25.313357418000827,25.34355990463309,-9.2960327389237,-2.553685301682389,-2.5107404135470945,False,False,False,-0.75,1800.0,24.1025,1.4,101.6,39.4458225,41,11.15,11.025,4.97,33.5892375,0.3795,4.64,-2.75,26.5625
Richmond_Eucalyptus_cladocalyx,22.86330496541161,20.80666417295068,20.584116262628203,34.33374318920289,5.806104526823933,5.529661573063335,0.40280931313570095,0.37674861901034,4.64,4.64,4.64,38.41689089607985,30.5966217656662,30.0855275477166,21.983425052140035,24.971366721497613,25.020303089754965,-9.2960327389237,-2.553685301682389,-2.467795525411799,False,False,False,-0.75,1800.0,23.7575,1.385,101.6,39.45620831,41,11.233333333333302,9.7675,5.005,34.24785,0.387,4.64,-2.5,26.1175
Richmond_Eucalyptus_cladocalyx,22.839853505916057,17.859411519956268,17.657634425268377,39.80911574880537,6.229939342060928,5.836739064948277,0.33745460297367097,0.31628251488230863,4.64,4.64,4.64,38.38159419889878,30.42591688594191,29.954267714786745,26.758724343489103,29.87084669378579,29.93664524545886,-9.2960327389237,-2.643826498751591,-2.514238065501485,False,False,False,-0.7,1800.0,28.71,1.715,101.4,39.41770481,41,13.733333333333302,9.46,5.8875,33.8932125,0.36225,4.64,-3.35,30.5625
Richmond_Eucalyptus_cladocalyx,22.84240781348889,17.816788367546955,18.035449268250673,39.89931940265338,6.217919423787991,6.35336555209072,0.33558951980733365,0.3491702564881737,4.64,4.64,4.64,38.45905306841503,30.477599450360056,30.712321192511286,26.81850195122109,29.93664339192441,29.912084876999717,-9.2960327389237,-2.643826498751591,-2.6870226431682926,False,False,False,-0.7,1800.75,28.7725,1.72,101.4,39.49521844,41,13.85,9.66,5.805,33.7918875,0.35475,4.64,-3.3,30.7675
Richmond_Eucalyptus_cladocalyx,22.774444471466513,17.433032914310164,17.310098488933015,41.211532046072925,6.20407254432645,5.917770647751701,0.3226145742446443,0.308560748903205,4.64,4.64,4.64,38.51313886713531,30.386917568779374,30.060778134954038,27.06208118130747,30.264219251359066,30.311800336155997,-9.2960327389237,-2.6825199660882744,-2.5966301898176845,False,False,False,-0.75,1801.25,29.0975,1.7875,101.4,39.54588094,41,13.966666666666699,8.805,5.7725,34.01986875,0.339,4.64,-2.95,31.2475
Richmond_Eucalyptus_cladocalyx,22.804166456594892,17.48767507818152,17.30241081036012,41.85020848666958,6.269557530334621,5.917770647751701,0.32211393959374485,0.30413397465478115,4.64,4.64,4.64,38.44226586058302,30.276526739245387,29.850363042269226,26.92429645463466,30.16773441346272,30.22646125732861,-9.2960327389237,-2.7254648542235693,-2.5966301898176845,False,False,False,-0.75,1800.75,29.015,1.8175,101.4,39.47647331,41,14.066666666666698,9.505,5.41,33.133275,0.31,4.64,-3.15,31.3625
Richmond_Eucalyptus_cladocalyx,22.65783046769693,17.10754444817774,17.139079955594433,41.341759497588065,6.1319991100985005,6.0459336774993835,0.31608889106986354,0.3144115216675549,4.64,4.64,4.64,38.488368745079775,30.350419662726,30.276747057672306,27.332326577751907,30.539844781800127,30.55322258298309,-9.2960327389237,-2.6825199660882744,-2.6395750779529794,False,False,False,-0.75,1798.5,29.3625,1.7975,101.4,39.51548344,41,14.2,8.2825,5.9875,34.349175,0.34975,4.64,-3.05,31.4475
Richmond_Eucalyptus_cladocalyx,22.470461239983408,16.6704753066066,16.922417303488086,40.8988650799519,5.99451655260438,6.173471601758982,0.3094173208205625,0.3242940191615803,4.64,4.64,4.64,38.45911054735706,30.360859754757552,30.64428962006889,27.736913726413203,30.91680551690554,30.884864569446613,-9.2960327389237,-2.6395750779529794,-2.6825199660882744,False,True,False,-0.75,1800.0,29.71,1.78,101.4,39.47723325,41,14.283333333333301,10.375,6.3225,33.61456875,0.3745,4.64,-3.25,31.6325
Richmond_Eucalyptus_cladocalyx,22.634176896276852,16.44103305655445,16.759292648257116,48.77848713785357,6.403645354199142,6.734089476541794,0.28496915204067863,0.3045810570754893,4.64,4.64,4.64,38.40536508866274,29.738447816580127,30.14358447682203,27.198026966352057,30.881782799670464,30.825839529562522,-9.2960327389237,-2.6870226431682926,-2.8166110764183987,False,True,True,-0.7,1800.5,29.7625,2.125,101.2,39.43315688,41,16.3833333333333,10.6,6.0375,32.04403125,0.2955,4.64,-3.07,31.17
Richmond_Eucalyptus_cladocalyx,22.65857020421976,16.72179899668433,16.92450686887943,46.51600777869745,6.327799620284883,6.480937903450456,0.2951240720790616,0.306172884538998,4.64,4.64,4.64,38.50184176572893,29.99213272833184,30.215703797967915,27.20014056466556,30.74122139941192,30.71457734814475,-9.2960327389237,-2.6870226431682926,-2.7302187875849957,False,True,True,-0.7,1799.75,29.605,2.015,101.2,39.53068219,41,16.45,8.51,6.8575,34.22251875,0.358,4.64,-3.15,30.7725
Richmond_Eucalyptus_cladocalyx,22.55744066556652,16.100487919931258,16.552478185147688,50.30088278990821,6.406891276452491,6.924851701221964,0.27597394933960195,0.304358231404502,4.64,4.64,4.64,38.277516069401216,29.513646879651514,30.124404566734448,27.296592666003786,31.076603538251444,30.9897492322727,-9.2960327389237,-2.7684097423588643,-2.940189294900044,False,True,True,-0.75,1801.0,29.96,2.2,101.2,39.301941,41,16.6166666666667,12.4,6.2025,30.8028,0.2925,4.64,-3.15,31.2275
Richmond_Eucalyptus_cladocalyx,22.579951603388796,15.611100135809789,15.701722103977845,54.63822472724758,6.483792965674106,6.552205480672293,0.2567656108964457,0.2609197983363354,4.64,4.64,4.64,38.488114417564724,29.35770114914309,29.44280939648563,27.365853317746648,31.414521412054125,31.40275595452724,-9.2960327389237,-2.7684097423588643,-2.8113546304941592,False,True,True,-0.75,1800.0,30.3225,2.41,101.1,39.512696999999996,41,16.766666666666698,9.88,7.37,32.7786375,0.3185,4.64,-3.15,32.265
Richmond_Eucalyptus_cladocalyx,22.400691599105567,15.122395593121245,15.564057583110491,54.235887638323604,6.281169706822827,6.801333713105102,0.2483894235990157,0.27353467611943383,4.64,4.64,4.64,38.65267449601128,29.503358642163548,30.117981296717357,27.81679110576217,31.8409082894697,31.75384385114541,-9.2960327389237,-2.7254648542235693,-2.8972444067647487,False,True,True,-0.75,1799.75,30.71,2.3975,101.2,39.67051069,41,16.9166666666667,7.7775,4.9775,32.0693625,0.2115,4.64,-3.1,31.905
Richmond_Eucalyptus_cladocalyx,12.932593704048973,12.589851435261268,12.675441528089435,16.32572546789221,2.1857848542991216,2.58745245945075,0.3442384528166311,0.4179523981369798,4.64,4.64,4.64,38.662506264884755,33.000629214010736,33.972210847436884,13.993442048236018,15.491726268681633,15.428541036209186,-9.2960327389237,-1.6670177076521568,-1.7920835278369365,False,False,False,-1.0,399.0,15.4925,0.69825,102.4,39.25659806,57,8.96666666666667,16.7,2.8225,32.322675,0.447,4.64,-1.95,16.6325
Richmond_Eucalyptus_cladocalyx,12.938816915058286,12.59449670092402,12.724628582425206,16.235143202212626,2.17841979388794,2.853932806062596,0.3448716295484651,0.4715738212667786,4.64,4.64,4.64,38.694148117523724,33.04103867573567,34.54431697382421,14.039547632997296,15.52845760957596,15.42300152597866,-9.2960327389237,-1.6670177076521568,-1.875460741293456,False,False,False,-1.0,399.0,15.5275,0.6945,102.4,39.28851544,57,9.05,15.725,2.69,32.4746625,0.4265,4.64,-1.6,16.695
