E_crebra_HW2,E_fibrosa_HW2,E_moluccana_HW2,E_sideroxylon_HW2,E_tereticornis_HW2,mean,model,variable
0.16666666666666663,0.0,0.0,0.0,0.16666666666666663,0.06666666666666665,Const0.01,gs
0.0,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.0,0.09999999999999998,Const0.1,gs
0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,Const0.2,gs
0.5,0.5,0.5,0.5,0.5,0.5,Const0.3,gs
0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,Const0.4,gs
0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333336,Const0.5,gs
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
0.8333333333333335,0.6666666666666665,0.0,0.8333333333333335,0.8333333333333335,0.6333333333333334,Const0.01,Pleaf
0.6666666666666665,0.33333333333333326,0.16666666666666663,0.5,0.5,0.4333333333333333,Const0.1,Pleaf
0.16666666666666663,0.0,0.33333333333333326,0.16666666666666663,0.16666666666666663,0.16666666666666663,Const0.2,Pleaf
0.0,0.16666666666666663,0.5,0.0,0.0,0.13333333333333333,Const0.3,Pleaf
0.33333333333333326,0.5,0.6666666666666665,0.33333333333333326,0.33333333333333326,0.43333333333333324,Const0.4,Pleaf
0.5,0.8333333333333335,0.8333333333333335,0.6666666666666665,0.6666666666666665,0.7,Const0.5,Pleaf
0.16666666666666663,0.0,0.0,0.0,0.16666666666666663,0.06666666666666665,Const0.01,E
0.0,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.0,0.09999999999999998,Const0.1,E
0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,Const0.2,E
0.5,0.5,0.5,0.5,0.5,0.5,Const0.3,E
0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,Const0.4,E
0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333335,0.8333333333333336,Const0.5,E
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
